total_ribosome_conc
7022.602040816327
8542.959183673469
9701.326530612245
9411.734693877552
10642.5
11004.489795918369
11583.673469387755
11004.489795918369
12452.448979591836
12452.448979591836
13321.224489795919
13972.806122448981
15710.357142857145
16434.33673469388
16289.540816326531
15637.959183673469
16868.72448979592
18316.683673469386
19692.244897959186
19402.65306122449
21285.0
22153.77551020408
23891.32653061225
26352.857142857145
31203.520408163266
34461.42857142857
